Accuracy For QCs Used	Accuracy For Stds Used	Baseline Sub. Window	Calc Conc Used	Comment	End Mass	Expected RT	Experiment	Extraction Type	GroupName	Ion Ratio Tolerance	Ion Ratio Used	IS	Lower Lim Calc Conc	Max Tolerance LLOQ	Max Tolerance QC	Max Tolerance Stds	Min Peak Height	Min Peak Width	Name	Noise Percentage	Peak Splitting Factor	Period	Regression Type	Report Largest Peak	Smoothing Width	Start Mass	Units	Update RT	Upper Lim Calc Conc	Use Area
TRUE	TRUE	0.1	TRUE		141.0724934	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4141.069672	100	1	1	Linear	TRUE	3	141.0668506		0		TRUE
TRUE	TRUE	0.1	TRUE		361.208884	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4361.20166	100	1	1	Linear	TRUE	3	361.194436		0		TRUE
TRUE	TRUE	0.1	TRUE		344.2020439	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4344.19516	100	1	1	Linear	TRUE	3	344.1882761		0		TRUE
TRUE	TRUE	0.1	TRUE		326.1902697	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4326.183746	100	1	1	Linear	TRUE	3	326.1772223		0		TRUE
TRUE	TRUE	0.1	TRUE		325.1856416	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4325.179138	100	1	1	Linear	TRUE	3	325.1726344		0		TRUE
TRUE	TRUE	0.1	TRUE		308.1773974	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4308.171234	100	1	1	Linear	TRUE	3	308.1650706		0		TRUE
TRUE	TRUE	0.1	TRUE		307.1757604	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4307.169617	100	1	1	Linear	TRUE	3	307.1634736		0		TRUE
TRUE	TRUE	0.1	TRUE		295.1751234	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4295.16922	100	1	1	Linear	TRUE	3	295.1633166		0		TRUE
TRUE	TRUE	0.1	TRUE		289.1638342	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4289.158051	100	1	1	Linear	TRUE	3	289.1522678		0		TRUE
TRUE	TRUE	0.1	TRUE		279.1806625	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4279.175079	100	1	1	Linear	TRUE	3	279.1694955		0		TRUE
TRUE	TRUE	0.1	TRUE		277.1637162	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4277.158173	100	1	1	Linear	TRUE	3	277.1526298		0		TRUE
TRUE	TRUE	0.1	TRUE		274.1382947	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4274.132812	100	1	1	Linear	TRUE	3	274.1273293		0		TRUE
TRUE	TRUE	0.1	TRUE		115.0563011	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4115.054	100	1	1	Linear	TRUE	3	115.0516989		0		TRUE
TRUE	TRUE	0.1	TRUE		93.07146139	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH493.0696	100	1	1	Linear	TRUE	3	93.06773861		0		TRUE
TRUE	TRUE	0.1	TRUE		164.1181823	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4164.1149	100	1	1	Linear	TRUE	3	164.1116177		0		TRUE
TRUE	TRUE	0.1	TRUE		163.1148622	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4163.1116	100	1	1	Linear	TRUE	3	163.1083378		0		TRUE
TRUE	TRUE	0.1	TRUE		179.0886817	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4179.0851	100	1	1	Linear	TRUE	3	179.0815183		0		TRUE
TRUE	TRUE	0.1	TRUE		180.0966019	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4180.093	100	1	1	Linear	TRUE	3	180.0893981		0		TRUE
TRUE	TRUE	0.1	TRUE		181.104322	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4181.1007	100	1	1	Linear	TRUE	3	181.097078		0		TRUE
TRUE	TRUE	0.1	TRUE		285.1903037	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4285.1846	100	1	1	Linear	TRUE	3	285.1788963		0		TRUE
TRUE	TRUE	0.1	TRUE		297.1905437	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4297.1846	100	1	1	Linear	TRUE	3	297.1786563		0		TRUE
TRUE	TRUE	0.1	TRUE		193.104762	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4193.1009	100	1	1	Linear	TRUE	3	193.097038		0		TRUE
TRUE	TRUE	0.1	TRUE		195.1203023	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4195.1164	100	1	1	Linear	TRUE	3	195.1124977		0		TRUE
TRUE	TRUE	0.1	TRUE		197.1361426	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4197.1322	100	1	1	Linear	TRUE	3	197.1282574		0		TRUE
TRUE	TRUE	0.1	TRUE		209.1360826	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4209.1319	100	1	1	Linear	TRUE	3	209.1277174		0		TRUE
TRUE	TRUE	0.1	TRUE		225.1313025	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4225.1268	100	1	1	Linear	TRUE	3	225.1222975		0		TRUE
TRUE	TRUE	0.1	TRUE		227.1471429	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4227.1426	100	1	1	Linear	TRUE	3	227.1380571		0		TRUE
TRUE	TRUE	0.1	TRUE		241.1631232	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4241.1583	100	1	1	Linear	TRUE	3	241.1534768		0		TRUE
TRUE	TRUE	0.1	TRUE		243.1424628	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4243.1376	100	1	1	Linear	TRUE	3	243.1327372		0		TRUE
TRUE	TRUE	0.1	TRUE		185.1359026	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4185.1322	100	1	1	Linear	TRUE	3	185.1284974		0		TRUE
TRUE	TRUE	0.1	TRUE		163.1146622	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4163.1114	100	1	1	Linear	TRUE	3	163.1081378		0		TRUE
TRUE	TRUE	0.1	TRUE		161.0990219	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4161.0958	100	1	1	Linear	TRUE	3	161.0925781		0		TRUE
TRUE	TRUE	0.1	TRUE		159.1198823	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4159.1167	100	1	1	Linear	TRUE	3	159.1135177		0		TRUE
TRUE	TRUE	0.1	TRUE		123.0826616	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4123.0802	100	1	1	Linear	TRUE	3	123.0777384		0		TRUE
TRUE	TRUE	0.1	TRUE		128.0643612	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4128.0618	100	1	1	Linear	TRUE	3	128.0592388		0		TRUE
TRUE	TRUE	0.1	TRUE		129.0722814	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4129.0697	100	1	1	Linear	TRUE	3	129.0671186		0		TRUE
TRUE	TRUE	0.1	TRUE		130.0800015	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4130.0774	100	1	1	Linear	TRUE	3	130.0747985		0		TRUE
TRUE	TRUE	0.1	TRUE		133.0671613	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4133.0645	100	1	1	Linear	TRUE	3	133.0618387		0		TRUE
TRUE	TRUE	0.1	TRUE		133.103562	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4133.1009	100	1	1	Linear	TRUE	3	133.098238		0		TRUE
TRUE	TRUE	0.1	TRUE		173.0990619	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4173.0956	100	1	1	Linear	TRUE	3	173.0921381		0		TRUE
TRUE	TRUE	0.1	TRUE		171.1201223	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4171.1167	100	1	1	Linear	TRUE	3	171.1132777		0		TRUE
TRUE	TRUE	0.1	TRUE		171.0835216	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4171.0801	100	1	1	Linear	TRUE	3	171.0766784		0		TRUE
TRUE	TRUE	0.1	TRUE		131.0879217	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4131.0853	100	1	1	Linear	TRUE	3	131.0826783		0		TRUE
TRUE	TRUE	0.1	TRUE		161.0992219	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4161.096	100	1	1	Linear	TRUE	3	161.0927781		0		TRUE
TRUE	TRUE	0.1	TRUE		343.1969638	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4343.1901	100	1	1	Linear	TRUE	3	343.1832362		0		TRUE
TRUE	TRUE	0.1	TRUE		81.0714214	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH481.0698	100	1	1	Linear	TRUE	3	81.0681786		0		TRUE
TRUE	TRUE	0.1	TRUE		93.07156139	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH493.0697	100	1	1	Linear	TRUE	3	93.06783861		0		TRUE
TRUE	TRUE	0.1	TRUE		95.08730171	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH495.0854	100	1	1	Linear	TRUE	3	95.08349829		0		TRUE
TRUE	TRUE	0.1	TRUE		105.0718014	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4105.0697	100	1	1	Linear	TRUE	3	105.0675986		0		TRUE
TRUE	TRUE	0.1	TRUE		119.0877817	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4119.0854	100	1	1	Linear	TRUE	3	119.0830183		0		TRUE
TRUE	TRUE	0.1	TRUE		121.0670213	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4121.0646	100	1	1	Linear	TRUE	3	121.0621787		0		TRUE
TRUE	TRUE	0.1	TRUE		121.103422	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4121.101	100	1	1	Linear	TRUE	3	121.098578		0		TRUE
TRUE	TRUE	0.1	TRUE		123.0827616	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4123.0803	100	1	1	Linear	TRUE	3	123.0778384		0		TRUE
TRUE	TRUE	0.1	TRUE		133.103662	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4133.101	100	1	1	Linear	TRUE	3	133.098338		0		TRUE
TRUE	TRUE	0.1	TRUE		169.104382	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4169.101	100	1	1	Linear	TRUE	3	169.097618		0		TRUE
TRUE	TRUE	0.1	TRUE		135.0830016	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4135.0803	100	1	1	Linear	TRUE	3	135.0775984		0		TRUE
TRUE	TRUE	0.1	TRUE		135.1194023	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4135.1167	100	1	1	Linear	TRUE	3	135.1139977		0		TRUE
TRUE	TRUE	0.1	TRUE		143.0882617	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4143.0854	100	1	1	Linear	TRUE	3	143.0825383		0		TRUE
TRUE	TRUE	0.1	TRUE		145.103902	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4145.101	100	1	1	Linear	TRUE	3	145.098098		0		TRUE
TRUE	TRUE	0.1	TRUE		147.0832416	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4147.0803	100	1	1	Linear	TRUE	3	147.0773584		0		TRUE
TRUE	TRUE	0.1	TRUE		157.104142	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4157.101	100	1	1	Linear	TRUE	3	157.097858		0		TRUE
TRUE	TRUE	0.1	TRUE		117.0719414	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4117.0696	100	1	1	Linear	TRUE	3	117.0672586		0		TRUE
TRUE	TRUE	0.1	TRUE		325.1860036	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4325.1795	100	1	1	Linear	TRUE	3	325.1729964		0		TRUE
TRUE	TRUE	0.1	TRUE		119.0876817	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4119.0853	100	1	1	Linear	TRUE	3	119.0829183		0		TRUE
TRUE	TRUE	0.1	TRUE		167.0886417	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4167.0853	100	1	1	Linear	TRUE	3	167.0819583		0		TRUE
TRUE	TRUE	0.1	TRUE		183.1201623	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4183.1165	100	1	1	Linear	TRUE	3	183.1128377		0		TRUE
TRUE	TRUE	0.1	TRUE		225.1316025	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4225.1271	100	1	1	Linear	TRUE	3	225.1225975		0		TRUE
TRUE	TRUE	0.1	TRUE		378.235613	13.06930053	8	Scan	HMDB0014998+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+NH4_B	100	1	1	Linear	TRUE	3	378.2204839		0		TRUE
TRUE	TRUE	0.1	TRUE		399.1653654	13.06914492	1	Scan	HMDB0014998+K_A	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K	100	1	1	Linear	TRUE	3	399.1493991		0		TRUE
TRUE	TRUE	0.1	TRUE		119.0877817	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K119.0854	100	1	1	Linear	TRUE	3	119.0830183		0		TRUE
TRUE	TRUE	0.1	TRUE		107.0874417	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K107.0853	100	1	1	Linear	TRUE	3	107.0831583		0		TRUE
TRUE	TRUE	0.1	TRUE		313.1857636	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K313.1795	100	1	1	Linear	TRUE	3	313.1732364		0		TRUE
TRUE	TRUE	0.1	TRUE		95.08730171	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K95.0854	100	1	1	Linear	TRUE	3	95.08349829		0		TRUE
TRUE	TRUE	0.1	TRUE		93.07156139	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K93.0697	100	1	1	Linear	TRUE	3	93.06783861		0		TRUE
TRUE	TRUE	0.1	TRUE		81.0714214	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K81.0698	100	1	1	Linear	TRUE	3	81.0681786		0		TRUE
TRUE	TRUE	0.1	TRUE		343.1969638	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K343.1901	100	1	1	Linear	TRUE	3	343.1832362		0		TRUE
TRUE	TRUE	0.1	TRUE		161.0992219	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K161.096	100	1	1	Linear	TRUE	3	161.0927781		0		TRUE
TRUE	TRUE	0.1	TRUE		163.1148622	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K163.1116	100	1	1	Linear	TRUE	3	163.1083378		0		TRUE
TRUE	TRUE	0.1	TRUE		164.1181823	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K164.1149	100	1	1	Linear	TRUE	3	164.1116177		0		TRUE
TRUE	TRUE	0.1	TRUE		93.07146139	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K93.0696	100	1	1	Linear	TRUE	3	93.06773861		0		TRUE
TRUE	TRUE	0.1	TRUE		115.0563011	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K115.054	100	1	1	Linear	TRUE	3	115.0516989		0		TRUE
TRUE	TRUE	0.1	TRUE		109.0667813	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K109.0646	100	1	1	Linear	TRUE	3	109.0624187		0		TRUE
TRUE	TRUE	0.1	TRUE		107.051041	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K107.0489	100	1	1	Linear	TRUE	3	107.046759		0		TRUE
TRUE	TRUE	0.1	TRUE		241.1634232	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K241.1586	100	1	1	Linear	TRUE	3	241.1537768		0		TRUE
TRUE	TRUE	0.1	TRUE		105.0717014	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K105.0696	100	1	1	Linear	TRUE	3	105.0674986		0		TRUE
TRUE	TRUE	0.1	TRUE		97.06654129	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K97.0646	100	1	1	Linear	TRUE	3	97.06265871		0		TRUE
TRUE	TRUE	0.1	TRUE		95.08720171	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K95.0853	100	1	1	Linear	TRUE	3	95.08339829		0		TRUE
TRUE	TRUE	0.1	TRUE		95.05090098	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K95.04899999999999	100	1	1	Linear	TRUE	3	95.04709902		0		TRUE
TRUE	TRUE	0.1	TRUE		91.05582108	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K91.054	100	1	1	Linear	TRUE	3	91.05217892		0		TRUE
TRUE	TRUE	0.1	TRUE		173.0993619	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K173.0959	100	1	1	Linear	TRUE	3	173.0924381		0		TRUE
TRUE	TRUE	0.1	TRUE		83.05056098	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K83.0489	100	1	1	Linear	TRUE	3	83.04723902		0		TRUE
TRUE	TRUE	0.1	TRUE		81.07132139	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K81.0697	100	1	1	Linear	TRUE	3	81.06807861		0		TRUE
TRUE	TRUE	0.1	TRUE		105.0718014	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K105.0697	100	1	1	Linear	TRUE	3	105.0675986		0		TRUE
TRUE	TRUE	0.1	TRUE		79.05558108	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K79.054	100	1	1	Linear	TRUE	3	79.05241892		0		TRUE
TRUE	TRUE	0.1	TRUE		77.03994077	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K77.0384	100	1	1	Linear	TRUE	3	77.03685923		0		TRUE
TRUE	TRUE	0.1	TRUE		284.1827835	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K284.1771	100	1	1	Linear	TRUE	3	284.1714165		0		TRUE
TRUE	TRUE	0.1	TRUE		221.1364226	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K221.132	100	1	1	Linear	TRUE	3	221.1275774		0		TRUE
TRUE	TRUE	0.1	TRUE		223.1158622	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K223.1114	100	1	1	Linear	TRUE	3	223.1069378		0		TRUE
TRUE	TRUE	0.1	TRUE		237.1319425	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K237.1272	100	1	1	Linear	TRUE	3	237.1224575		0		TRUE
TRUE	TRUE	0.1	TRUE		171.1200223	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K171.1166	100	1	1	Linear	TRUE	3	171.1131777		0		TRUE
TRUE	TRUE	0.1	TRUE		285.1904037	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K285.1847	100	1	1	Linear	TRUE	3	285.1789963		0		TRUE
TRUE	TRUE	0.1	TRUE		283.1746634	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K283.169	100	1	1	Linear	TRUE	3	283.1633366		0		TRUE
TRUE	TRUE	0.1	TRUE		267.1792435	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K267.1739	100	1	1	Linear	TRUE	3	267.1685565		0		TRUE
TRUE	TRUE	0.1	TRUE		267.1430428	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K267.1377	100	1	1	Linear	TRUE	3	267.1323572		0		TRUE
TRUE	TRUE	0.1	TRUE		265.1636032	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K265.1583	100	1	1	Linear	TRUE	3	265.1529968		0		TRUE
TRUE	TRUE	0.1	TRUE		247.152943	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K247.148	100	1	1	Linear	TRUE	3	247.143057		0		TRUE
TRUE	TRUE	0.1	TRUE		241.1269224	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K241.1221	100	1	1	Linear	TRUE	3	241.1172776		0		TRUE
TRUE	TRUE	0.1	TRUE		239.1475829	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K239.1428	100	1	1	Linear	TRUE	3	239.1380171		0		TRUE
TRUE	TRUE	0.1	TRUE		237.1317425	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K237.127	100	1	1	Linear	TRUE	3	237.1222575		0		TRUE
TRUE	TRUE	0.1	TRUE		225.1316025	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K225.1271	100	1	1	Linear	TRUE	3	225.1225975		0		TRUE
TRUE	TRUE	0.1	TRUE		199.1154822	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K199.1115	100	1	1	Linear	TRUE	3	199.1075178		0		TRUE
TRUE	TRUE	0.1	TRUE		173.0992619	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K173.0958	100	1	1	Linear	TRUE	3	173.0923381		0		TRUE
TRUE	TRUE	0.1	TRUE		163.1147622	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K163.1115	100	1	1	Linear	TRUE	3	163.1082378		0		TRUE
TRUE	TRUE	0.1	TRUE		237.1682433	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K237.1635	100	1	1	Linear	TRUE	3	237.1587567		0		TRUE
TRUE	TRUE	0.1	TRUE		161.0991219	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K161.0959	100	1	1	Linear	TRUE	3	161.0926781		0		TRUE
TRUE	TRUE	0.1	TRUE		257.1585431	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K257.1534	100	1	1	Linear	TRUE	3	257.1482569		0		TRUE
TRUE	TRUE	0.1	TRUE		361.207824	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K361.2006	100	1	1	Linear	TRUE	3	361.193376		0		TRUE
TRUE	TRUE	0.1	TRUE		283.1745634	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K283.1689	100	1	1	Linear	TRUE	3	283.1632366		0		TRUE
TRUE	TRUE	0.1	TRUE		277.1638432	13.06914492	8	Scan	HMDB0014998+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014998+K277.1583	100	1	1	Linear	TRUE	3	277.1527568		0		TRUE
