Accuracy For QCs Used	Accuracy For Stds Used	Baseline Sub. Window	Calc Conc Used	Comment	End Mass	Expected RT	Experiment	Extraction Type	GroupName	Ion Ratio Tolerance	Ion Ratio Used	IS	Lower Lim Calc Conc	Max Tolerance LLOQ	Max Tolerance QC	Max Tolerance Stds	Min Peak Height	Min Peak Width	Name	Noise Percentage	Peak Splitting Factor	Period	Regression Type	Report Largest Peak	Smoothing Width	Start Mass	Units	Update RT	Upper Lim Calc Conc	Use Area
TRUE	TRUE	0.1	TRUE		145.0677013	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4145.0648	100	1	1	Linear	TRUE	3	145.0618987		0		TRUE
TRUE	TRUE	0.1	TRUE		264.2014839	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4264.1962	100	1	1	Linear	TRUE	3	264.1909161		0		TRUE
TRUE	TRUE	0.1	TRUE		58.0663613	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH458.0652	100	1	1	Linear	TRUE	3	58.0640387		0		TRUE
TRUE	TRUE	0.1	TRUE		58.0662613	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH458.0651	100	1	1	Linear	TRUE	3	58.0639387		0		TRUE
TRUE	TRUE	0.1	TRUE		159.0836816	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4159.0805	100	1	1	Linear	TRUE	3	159.0773184		0		TRUE
TRUE	TRUE	0.1	TRUE		159.0835816	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4159.0804	100	1	1	Linear	TRUE	3	159.0772184		0		TRUE
TRUE	TRUE	0.1	TRUE		246.1905237	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4246.1856	100	1	1	Linear	TRUE	3	246.1806763		0		TRUE
TRUE	TRUE	0.1	TRUE		133.0675613	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4133.0649	100	1	1	Linear	TRUE	3	133.0622387		0		TRUE
TRUE	TRUE	0.1	TRUE		107.051341	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4107.0492	100	1	1	Linear	TRUE	3	107.047059		0		TRUE
TRUE	TRUE	0.1	TRUE		107.051441	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4107.0493	100	1	1	Linear	TRUE	3	107.047159		0		TRUE
TRUE	TRUE	0.1	TRUE		246.1908237	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4246.1859	100	1	1	Linear	TRUE	3	246.1809763		0		TRUE
TRUE	TRUE	0.1	TRUE		58.06666131	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH458.0655	100	1	1	Linear	TRUE	3	58.06433869		0		TRUE
TRUE	TRUE	0.1	TRUE		58.06646131	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH458.0653	100	1	1	Linear	TRUE	3	58.06413869		0		TRUE
TRUE	TRUE	0.1	TRUE		202.1339426	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4202.1299	100	1	1	Linear	TRUE	3	202.1258574		0		TRUE
TRUE	TRUE	0.1	TRUE		79.05588109	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH479.0543	100	1	1	Linear	TRUE	3	79.05271891		0		TRUE
TRUE	TRUE	0.1	TRUE		95.05100098	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH495.0491	100	1	1	Linear	TRUE	3	95.04719902		0		TRUE
TRUE	TRUE	0.1	TRUE		133.0672613	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4133.0646	100	1	1	Linear	TRUE	3	133.0619387		0		TRUE
TRUE	TRUE	0.1	TRUE		133.0673613	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4133.0647	100	1	1	Linear	TRUE	3	133.0620387		0		TRUE
TRUE	TRUE	0.1	TRUE		145.0678013	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4145.0649	100	1	1	Linear	TRUE	3	145.0619987		0		TRUE
TRUE	TRUE	0.1	TRUE		163.101362	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4163.0981	100	1	1	Linear	TRUE	3	163.094838		0		TRUE
TRUE	TRUE	0.1	TRUE		160.0859017	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4160.0827	100	1	1	Linear	TRUE	3	160.0794983		0		TRUE
TRUE	TRUE	0.1	TRUE		159.0825816	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4159.0794	100	1	1	Linear	TRUE	3	159.0762184		0		TRUE
TRUE	TRUE	0.1	TRUE		141.0714214	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4141.0686	100	1	1	Linear	TRUE	3	141.0657786		0		TRUE
TRUE	TRUE	0.1	TRUE		134.0699813	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4134.0673	100	1	1	Linear	TRUE	3	134.0646187		0		TRUE
TRUE	TRUE	0.1	TRUE		246.1898237	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4246.1849	100	1	1	Linear	TRUE	3	246.1799763		0		TRUE
TRUE	TRUE	0.1	TRUE		107.051241	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4107.0491	100	1	1	Linear	TRUE	3	107.046959		0		TRUE
TRUE	TRUE	0.1	TRUE		247.1928438	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4247.1879	100	1	1	Linear	TRUE	3	247.1829562		0		TRUE
TRUE	TRUE	0.1	TRUE		264.2008839	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4264.1956	100	1	1	Linear	TRUE	3	264.1903161		0		TRUE
TRUE	TRUE	0.1	TRUE		121.0669213	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4121.0645	100	1	1	Linear	TRUE	3	121.0620787		0		TRUE
TRUE	TRUE	0.1	TRUE		264.2007839	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4264.1955	100	1	1	Linear	TRUE	3	264.1902161		0		TRUE
TRUE	TRUE	0.1	TRUE		58.06656131	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH458.0654	100	1	1	Linear	TRUE	3	58.06423869		0		TRUE
TRUE	TRUE	0.1	TRUE		246.1901237	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4246.1852	100	1	1	Linear	TRUE	3	246.1802763		0		TRUE
TRUE	TRUE	0.1	TRUE		246.1897237	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4246.1848	100	1	1	Linear	TRUE	3	246.1798763		0		TRUE
TRUE	TRUE	0.1	TRUE		149.0852816	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4149.0823	100	1	1	Linear	TRUE	3	149.0793184		0		TRUE
TRUE	TRUE	0.1	TRUE		133.0664613	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4133.0638	100	1	1	Linear	TRUE	3	133.0611387		0		TRUE
TRUE	TRUE	0.1	TRUE		265.204504	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4265.1992	100	1	1	Linear	TRUE	3	265.193896		0		TRUE
TRUE	TRUE	0.1	TRUE		264.2012839	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4264.196	100	1	1	Linear	TRUE	3	264.1907161		0		TRUE
TRUE	TRUE	0.1	TRUE		246.1900237	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4246.1851	100	1	1	Linear	TRUE	3	246.1801763		0		TRUE
TRUE	TRUE	0.1	TRUE		186.1086221	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4186.1049	100	1	1	Linear	TRUE	3	186.1011779		0		TRUE
TRUE	TRUE	0.1	TRUE		159.0821816	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4159.079	100	1	1	Linear	TRUE	3	159.0758184		0		TRUE
TRUE	TRUE	0.1	TRUE		145.0666013	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4145.0637	100	1	1	Linear	TRUE	3	145.0607987		0		TRUE
TRUE	TRUE	0.1	TRUE		131.0870217	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4131.0844	100	1	1	Linear	TRUE	3	131.0817783		0		TRUE
TRUE	TRUE	0.1	TRUE		185.1008019	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4185.0971	100	1	1	Linear	TRUE	3	185.0933981		0		TRUE
TRUE	TRUE	0.1	TRUE		262.1864436	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4262.1812	100	1	1	Linear	TRUE	3	262.1759564		0		TRUE
TRUE	TRUE	0.1	TRUE		186.1085221	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4186.1048	100	1	1	Linear	TRUE	3	186.1010779		0		TRUE
TRUE	TRUE	0.1	TRUE		119.052481	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4119.0501	100	1	1	Linear	TRUE	3	119.047719		0		TRUE
TRUE	TRUE	0.1	TRUE		281.2285279	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4_B	100	1	1	Linear	TRUE	3	281.217279		0		TRUE
TRUE	TRUE	0.1	TRUE		159.0826816	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4159.0795	100	1	1	Linear	TRUE	3	159.0763184		0		TRUE
TRUE	TRUE	0.1	TRUE		131.051321	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4131.0487	100	1	1	Linear	TRUE	3	131.046079		0		TRUE
TRUE	TRUE	0.1	TRUE		262.1866436	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4262.1814	100	1	1	Linear	TRUE	3	262.1761564		0		TRUE
TRUE	TRUE	0.1	TRUE		81.0715214	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH481.0699	100	1	1	Linear	TRUE	3	81.0682786		0		TRUE
TRUE	TRUE	0.1	TRUE		131.0876217	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4131.085	100	1	1	Linear	TRUE	3	131.0823783		0		TRUE
TRUE	TRUE	0.1	TRUE		201.1306225	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4201.1266	100	1	1	Linear	TRUE	3	201.1225775		0		TRUE
TRUE	TRUE	0.1	TRUE		121.0663213	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4121.0639	100	1	1	Linear	TRUE	3	121.0614787		0		TRUE
TRUE	TRUE	0.1	TRUE		115.0563011	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4115.054	100	1	1	Linear	TRUE	3	115.0516989		0		TRUE
TRUE	TRUE	0.1	TRUE		201.1315226	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4201.1275	100	1	1	Linear	TRUE	3	201.1234775		0		TRUE
TRUE	TRUE	0.1	TRUE		164.1089821	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4164.1057	100	1	1	Linear	TRUE	3	164.1024179		0		TRUE
TRUE	TRUE	0.1	TRUE		163.101162	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4163.0979	100	1	1	Linear	TRUE	3	163.094638		0		TRUE
TRUE	TRUE	0.1	TRUE		147.0817416	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4147.0788	100	1	1	Linear	TRUE	3	147.0758584		0		TRUE
TRUE	TRUE	0.1	TRUE		116.0631212	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4116.0608	100	1	1	Linear	TRUE	3	116.0584788		0		TRUE
TRUE	TRUE	0.1	TRUE		117.0717414	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4117.0694	100	1	1	Linear	TRUE	3	117.0670586		0		TRUE
TRUE	TRUE	0.1	TRUE		121.0662213	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4121.0638	100	1	1	Linear	TRUE	3	121.0613787		0		TRUE
TRUE	TRUE	0.1	TRUE		145.0663013	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4145.0634	100	1	1	Linear	TRUE	3	145.0604987		0		TRUE
TRUE	TRUE	0.1	TRUE		204.1195823	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4204.1155	100	1	1	Linear	TRUE	3	204.1114177		0		TRUE
TRUE	TRUE	0.1	TRUE		201.1305225	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4201.1265	100	1	1	Linear	TRUE	3	201.1224775		0		TRUE
TRUE	TRUE	0.1	TRUE		115.0562011	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4115.0539	100	1	1	Linear	TRUE	3	115.0515989		0		TRUE
TRUE	TRUE	0.1	TRUE		133.0666613	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4133.064	100	1	1	Linear	TRUE	3	133.0613387		0		TRUE
TRUE	TRUE	0.1	TRUE		131.051021	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4131.0484	100	1	1	Linear	TRUE	3	131.045779		0		TRUE
TRUE	TRUE	0.1	TRUE		129.0716814	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4129.0691	100	1	1	Linear	TRUE	3	129.0665186		0		TRUE
TRUE	TRUE	0.1	TRUE		107.051141	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4107.049	100	1	1	Linear	TRUE	3	107.046859		0		TRUE
TRUE	TRUE	0.1	TRUE		134.0700813	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4134.0674	100	1	1	Linear	TRUE	3	134.0647187		0		TRUE
TRUE	TRUE	0.1	TRUE		145.0664013	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4145.0635	100	1	1	Linear	TRUE	3	145.0605987		0		TRUE
TRUE	TRUE	0.1	TRUE		169.0775815	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4169.0742	100	1	1	Linear	TRUE	3	169.0708185		0		TRUE
TRUE	TRUE	0.1	TRUE		133.0665613	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4133.0639	100	1	1	Linear	TRUE	3	133.0612387		0		TRUE
TRUE	TRUE	0.1	TRUE		132.0582411	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4132.0556	100	1	1	Linear	TRUE	3	132.0529589		0		TRUE
TRUE	TRUE	0.1	TRUE		127.0563411	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4127.0538	100	1	1	Linear	TRUE	3	127.0512589		0		TRUE
TRUE	TRUE	0.1	TRUE		155.0626012	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4155.0595	100	1	1	Linear	TRUE	3	155.0563988		0		TRUE
TRUE	TRUE	0.1	TRUE		144.0585811	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4144.0557	100	1	1	Linear	TRUE	3	144.0528189		0		TRUE
TRUE	TRUE	0.1	TRUE		149.0851816	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4149.0822	100	1	1	Linear	TRUE	3	149.0792184		0		TRUE
TRUE	TRUE	0.1	TRUE		147.0820416	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4147.0791	100	1	1	Linear	TRUE	3	147.0761584		0		TRUE
TRUE	TRUE	0.1	TRUE		134.0697813	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4134.0671	100	1	1	Linear	TRUE	3	134.0644187		0		TRUE
TRUE	TRUE	0.1	TRUE		144.0588811	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4144.056	100	1	1	Linear	TRUE	3	144.0531189		0		TRUE
TRUE	TRUE	0.1	TRUE		141.0720214	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4141.0692	100	1	1	Linear	TRUE	3	141.0663786		0		TRUE
TRUE	TRUE	0.1	TRUE		157.0661413	8.1198	6	Scan	HMDB0015646+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015646+NH4157.063	100	1	1	Linear	TRUE	3	157.0598587		0		TRUE
TRUE	TRUE	0.1	TRUE		261.1655263	7.943982513	1	Scan	HMDB0015636+NH4_A	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4	100	1	1	Linear	TRUE	3	261.1550799		0		TRUE
TRUE	TRUE	0.1	TRUE		154.0809626	7.943982513	6	Scan	HMDB0015636+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4154.077881	100	1	1	Linear	TRUE	3	154.0747994		0		TRUE
TRUE	TRUE	0.1	TRUE		155.0884897	7.943982513	6	Scan	HMDB0015636+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4155.085388	100	1	1	Linear	TRUE	3	155.0822863		0		TRUE
TRUE	TRUE	0.1	TRUE		186.10385	7.943982513	6	Scan	HMDB0015636+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4186.100128	100	1	1	Linear	TRUE	3	186.096406		0		TRUE
TRUE	TRUE	0.1	TRUE		185.1009309	7.943982513	6	Scan	HMDB0015636+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4185.097229	100	1	1	Linear	TRUE	3	185.0935271		0		TRUE
TRUE	TRUE	0.1	TRUE		153.0736634	7.943982513	6	Scan	HMDB0015636+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4153.070602	100	1	1	Linear	TRUE	3	153.0675406		0		TRUE
TRUE	TRUE	0.1	TRUE		202.1267235	7.943982513	6	Scan	HMDB0015636+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4202.122681	100	1	1	Linear	TRUE	3	202.1186385		0		TRUE
TRUE	TRUE	0.1	TRUE		261.1655263	7.943982513	6	Scan	HMDB0015636+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4_B	100	1	1	Linear	TRUE	3	261.1550799		0		TRUE
TRUE	TRUE	0.1	TRUE		170.0767195	7.943982513	6	Scan	HMDB0015636+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4170.073318	100	1	1	Linear	TRUE	3	170.0699165		0		TRUE
TRUE	TRUE	0.1	TRUE		244.1381837	7.943982513	6	Scan	HMDB0015636+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+NH4244.133301	100	1	1	Linear	TRUE	3	244.1284183		0		TRUE
TRUE	TRUE	0.1	TRUE		244.1386367	6.953007293	1	Scan	HMDB0015636+H_A	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H	100	1	1	Linear	TRUE	3	244.1288713		0		TRUE
TRUE	TRUE	0.1	TRUE		153.0736634	6.953007293	5	Scan	HMDB0015636+H	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H153.070602	100	1	1	Linear	TRUE	3	153.0675406		0		TRUE
TRUE	TRUE	0.1	TRUE		185.1009309	6.953007293	5	Scan	HMDB0015636+H	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H185.097229	100	1	1	Linear	TRUE	3	185.0935271		0		TRUE
TRUE	TRUE	0.1	TRUE		244.1386367	6.953007293	5	Scan	HMDB0015636+H	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H_B	100	1	1	Linear	TRUE	3	244.1288713		0		TRUE
TRUE	TRUE	0.1	TRUE		186.10385	6.953007293	5	Scan	HMDB0015636+H	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H186.100128	100	1	1	Linear	TRUE	3	186.096406		0		TRUE
TRUE	TRUE	0.1	TRUE		202.1267235	6.953007293	5	Scan	HMDB0015636+H	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H202.122681	100	1	1	Linear	TRUE	3	202.1186385		0		TRUE
TRUE	TRUE	0.1	TRUE		155.0884897	6.953007293	5	Scan	HMDB0015636+H	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H155.085388	100	1	1	Linear	TRUE	3	155.0822863		0		TRUE
TRUE	TRUE	0.1	TRUE		170.0767195	6.953007293	5	Scan	HMDB0015636+H	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H170.073318	100	1	1	Linear	TRUE	3	170.0699165		0		TRUE
TRUE	TRUE	0.1	TRUE		244.1381837	6.953007293	5	Scan	HMDB0015636+H	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H244.133301	100	1	1	Linear	TRUE	3	244.1284183		0		TRUE
TRUE	TRUE	0.1	TRUE		154.0809626	6.953007293	5	Scan	HMDB0015636+H	20	TRUE	FALSE		20	15	15	0	4	HMDB0015636+H154.077881	100	1	1	Linear	TRUE	3	154.0747994		0		TRUE
TRUE	TRUE	0.1	TRUE		408.1440991	19.89142506	1	Scan	HMDB0015633+K_A	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K	100	1	1	Linear	TRUE	3	408.1277736		0		TRUE
TRUE	TRUE	0.1	TRUE		66.04772093	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K66.0464	100	1	1	Linear	TRUE	3	66.04507907		0		TRUE
TRUE	TRUE	0.1	TRUE		168.0147602	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K168.0114	100	1	1	Linear	TRUE	3	168.0080398		0		TRUE
TRUE	TRUE	0.1	TRUE		149.0501809	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K149.0472	100	1	1	Linear	TRUE	3	149.0442191		0		TRUE
TRUE	TRUE	0.1	TRUE		132.0106402	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K132.008	100	1	1	Linear	TRUE	3	132.0053598		0		TRUE
TRUE	TRUE	0.1	TRUE		196.0111071	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K196.007187	100	1	1	Linear	TRUE	3	196.0032669		0		TRUE
TRUE	TRUE	0.1	TRUE		370.8255624	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K370.818146	100	1	1	Linear	TRUE	3	370.8107296		0		TRUE
TRUE	TRUE	0.1	TRUE		147.0344406	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K147.0315	100	1	1	Linear	TRUE	3	147.0285594		0		TRUE
TRUE	TRUE	0.1	TRUE		140.0193003	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K140.0165	100	1	1	Linear	TRUE	3	140.0136997		0		TRUE
TRUE	TRUE	0.1	TRUE		124.0417808	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K124.0393	100	1	1	Linear	TRUE	3	124.0368192		0		TRUE
TRUE	TRUE	0.1	TRUE		177.9992599	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K177.9957	100	1	1	Linear	TRUE	3	177.9921401		0		TRUE
TRUE	TRUE	0.1	TRUE		122.0387407	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K122.0363	100	1	1	Linear	TRUE	3	122.0338593		0		TRUE
TRUE	TRUE	0.1	TRUE		121.054621	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K121.0522	100	1	1	Linear	TRUE	3	121.049779		0		TRUE
TRUE	TRUE	0.1	TRUE		112.1143422	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K112.1121	100	1	1	Linear	TRUE	3	112.1098578		0		TRUE
TRUE	TRUE	0.1	TRUE		110.0081001	19.89142506	9	Scan	HMDB0015633+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0015633+K110.0059	100	1	1	Linear	TRUE	3	110.0036999		0		TRUE
